Text,sentiment
"Everyone in my family shares my opinion that these things taste absolutely HORRIBLE.  I feel really bad for someone who needs to eat Gluten/Dairy/Soy-free or Vegan/Kosher foods.  If I had to live on these alone (and I don't), I'd convert back to being a non-vegan or whatever.  We all tried the Cherry Pie flavor, and what this thing has to do with cherry pies is way beyond me.  It's a lump of semi-solid goop with some nuts and dried fruits that taste sour and bitter and somewhat sticky.  Simply gross to the point I couldn't even finish one bar.  I may not be a health food nut, but I know what tastes like crap when I taste it...and these things are crap all the way. Steer clear.  Even 1/2 hour after, I still have that horrible taste in my mouth and need to go brush my teeth to get rid of it.",negative
"These are nothing more than barbecue potato chips.  Covered with a dusting of chili powder, salt, and sugar, I would not buy these again. I really love blue cheese, but I can't taste it in these chips. I should never buy anything I haven't tried, and now I'm stuck with all these bags of chips that I don't like. I have tried the salt and cracked pepper flavor and wish I had bought them instead.",negative
My son was turning one. We had a circus party and the suckers were great for decorations and eating. I put a number one sticker on each one of the suckers also.,positive
"This was a dry, bland, not very sweet product that was not well blended.  I love halvah, but apparently not the North American kind!",negative
"I'm very disappointed with this order!!!  One of my pots was broken upon receipt and one of the bamboos is dead!!!!<br />Also, despite my contacting them and explaining the situation NOTHING was done about it!!!!<br />I am very very disappointed with my order and would never again buy from this company.",negative
I really like these they are very tasty. These are great for those trying to quit smoking.,positive
"If you love nuts and are tired of snack bars that are more oats than featured ingredients or are much too sugary sweet this is for you. Solidly packed with big crunchy chunks of honey roasted peanuts, almonds and cashews with just enough crisped rice and granola to bind them together. The perfect balance of sweet & salty, it was love at first bite for me.<br />1 bar:<br />220 calories<br />3g fiber<br />7g protein<br />12g fat<br />13g sugar<br />0 cholesterol<br />23g carbs",positive
"Used to eat the Spicy Thai flavor all the time.  MSG makes my body unhappy and this was one of the few flavored chips that was MSG free.  Now they have changed the whole recipe and how they make them.  Instead of being real food on the ingredients like it used to be its mostly processed chemical garbage, a bunch more salt and MSG stuffed in under the label ""yeast extract"".  They removed the NO MSG from the label so they know very well what they did.<br /><br />The worst part though is that they taste horrible.  Instead of crisp, oily and full of character...say as if they were cooked in like...a kettle or something they instead have the color and uniformity of baked lays.  The Spicy Thai flavor now tastes like sour cream and onion or ranch that has gone rancid.<br /><br />What a shame, no more kettle chips for me.  It seems they are slowly moving one flavor at a time to this new cheap ingredient list and manufacturing method.  Dont be fooled into paying a premium price for these chips as they are not a premium product anymore.",negative
Almost no detectable coffee flavor below the raspberry aroma. Probably would go well for those that like flavored creamers. Mostly this is warm water that smells like raspberries. Very little detectable chocolate. I bought this as an alternative for my kids. It might work for them when the hot chocolate runs out.,negative
I honestly do not understand the raving reviews for this product. It was just horribly bitter. Downright nasty bitter.  I would not waste my money on this. No smooth flavor at all.,negative
"I really tried to like this cereal.  I had tried the chocolate, chocolate flavor and didn't like it so I was hoping that I would like this one better but I didn't.  The cereal turned to mush just after a few minutes in the milk and it tasted like burned brownies.  The picture on the box is very misleading as the cereal itself is not nearly as big.  Definetly does not live up to it's name.",negative
"I am new to bread making and this was the third loaf of bread I made in my machine. Toasted with butter, this bread is superior to anything I've ever tasted. It is the reason I bought a bread making machine.",positive
"What a wonderful product!  Bought my Keurig about 6 weeks ago, then realized that as a BIG coffee drinker, I was going to be spending alot of money on boxes & boxes of pre-packaged coffee pods.  It didn't take a week before I was looking for an alternative, and the K-Cup Kaps are perfect!  I use my sprayer to clean out the coffee from the pod, then the brush for any excess hiding in crevices, then give it one last spray.  Load the pod about 3/4 full with my favorite coffee, then make sure to put the Kap on correctly (level with print side up).  Use the hole in the bottom of the pod to line up the cup so there are not any more holes drilled, and let 'er rip!  Thank you K-Kaps!!!!  Kaps for K-Cups (3 + Brush) - Reuse Your Keurig K-Cups - Use your own Coffee - Over 100,000 Sold",positive
